"IDكود العميل","اسم العميل","رقم الشاسية","نوع الالة","اسم المهندس","نوع العقد","عداد تسليم اسود","عداد تسليم الوان","تاريخ انتهاء العقد","العنوان","التليفون","ملاحظات","Field1"
"1138","مكتب ا/ محمد سعيد","W432K200214","MP3352","ايمن","زيارة","","","","الميناء","","",""
"608","فادى سجلات الدخيلة","W4492001152","MP2500","يوسف","زيارة","","","","مركز اصدار البطاقات","1002271483","",""
"1413","مكتبة مكتبتي ( عبير )","W492K502031","MPC 3002","شعبان","زيارة","189507","81685","3/18/2025 12:00:00 AM","جميلة ابو حريد - السيوف","1111945967","  ا/ حسام",""
"909","مكتبة تريند","W492K502412","MPC4502","طارق","زيارة","","","","بجوار جامعة فاروس","1000011536","",""
"604","ا / محمد جمال ( الميناء )","W492K503471","MPC3002","ايمن","زيارة","607575","426991","11/20/2023 12:00:00 AM","الميناء --- الضمان (15000) نسخة","","ا / رنا",""
"1782","سنتر اسكاى SKY","W492K601422","MPC3002","رضا","زيارة","","","","","","",""
"64","الاكاديمية  مركز التصوير","W492K604744","mpc3002","مجدى","صيانة","","","8/31/2026 12:00:00 AM","المنتزة","1272796901","",""
"427","شركة مياة الشرب القطاع المالي","W492K701477","MPC3002","ايمن","زيارة","718258","718258","5/16/2023 12:00:00 AM","شارع فؤاد (باب شرق) -- تم نقل الالة الى توشكا","","او ضمان (10 الاف نسخة)",""
"673","سنتر المستر","W492K702031","MPC 3002","شعبان","زيارة","","","","السيوف ش/ جميلة ابو حريد","","تبع م / رضا القدس",""
"1739","ايجى للحلول الهندسية","W492K702320","MPC3002","مجدى","زيارة","141990","199684","4/1/2026 12:00:00 AM","تم نقل الالة الى محمد نجيب","1062373051","01118576295",""
"1241","مكتبة الصفا","W492K705039","MP3002","مجدى","زيارة","","","","","","",""
"","مصنع التوحيد","W492K801510","KY2503CI","","ارشيف","","","4/25/2026 12:00:00 AM","كفر الدوار","","",""
"798","شركة تاج لتجارة الكيماويات","W492K801883","MPC3002","مجدى","زيارة","405537","175579","8/24/2026 12:00:00 AM","سيدي جابر اسبورتنج ع الترام","1063337537","ا/ بسمه محمد",""
"138","ايفرست / سعودى","W492kA01765","mpc3002","شعبان","صيانة","","","12/30/2026 12:00:00 AM","جانكليس","1283982389","03/5841510",""
"270","لغة العصر","W492KA03580","MPc3002","طارق","زيارة","278630","110217","11/30/2022 12:00:00 AM","باكوس","1143653834","",""
"1744","ايليت الطبية ( الباطنة )","W492KB02927 ش","MPC3002","","ارشيف","484966","220167","","الطريق الدائرى قبل كارفور","1559993069","الايجار 1100 جنية",""
"1393","شركة لاكشرى للمقاولات","W492KB02927شش","MPC3002","","ارشيف","468229","217552","","10000 نسخه والزياده 15 قرش","","",""
"1958","مكتبة H M A","W492KB05283","MPC3002","شعبان","زيارة","324382","220767","4/26/2026 12:00:00 AM","طوسون","01030926288","مصطفى اسماعيل",""
"572","مصنع التوحيد (الجديدة)","W492KB05283 ش","MPC3002","","ارشيف","322373","204299","8/3/2023 12:00:00 AM","كفر الدوار","1279588593","01204344446",""
"817","مكتبة توفيق الحكيم","W492KC02611","MPC3002","يوسف","زيارة","","","","النابورية / قرية توفيق الحكيم","1123764388","م / مصطفى امين",""
"1319","نادى الجياد (الادارة الماليه)","W492KC02634","MPC3002","شعبان","صيانة","879561","246817","5/31/2027 12:00:00 AM","سموحة","1275361982","ا / محمود",""
"","ميتاس  للتصميمات","W493K102937","mpc3002","شعبان","زيارة","","","6/26/2022 12:00:00 AM","رشدي","1226261620","01277360993",""
"610","شركة المؤ يد","W493K201306","MPC3002","شعبان","زيارة","","","","تعاونات سموحة عمارة97 خلف مدرية الامن","1224891434","01115768015",""
"754","مكتبة ناصر","W493K201714 ش","MPC3002","","ارشيف","124209","125456","3/4/2024 12:00:00 AM","غبريال - بجوار مستشفى امنة -- الضمان (10000) نسخة","1210783140","",""
"597","شركة الاسراء A .B .S","W493K203775","MPC3002","اسامة","زيارة","97536","115729","8/13/2023 12:00:00 AM","كفر الدوار --- الضمان (5000) نسخة","1150503500","ا / احمد حجار",""
"1395","شركة الشريف للتصدير","W493K203994","MPC3002","شعبان","زيارة","137162","53324","3/22/2025 12:00:00 AM","35 شارع احمد حافظ برج الاطباء سيدي بشر بحري--","1006631396","ا/ شريف عطية --035712191",""
"1042","دلتا النيل للانشاءات","w493k502776 ش","MPC3002","","ارشيف","175222","269271","","محرم بك  الدون تاون","1007090781","ا / شريف",""
"282","نادى الجياد (الادارة الهندسية)","W502K700261","mp3502","شعبان","زيارة","","","","سموحة","1275361982","",""
"281","ا / هانى وليم","W502K900658","MPc3502","مجدى","زيارة","568290","307219","","","1223736116","",""
"1408","هشام المنشاوى","W502KA00064 ش","MPC3502","","ارشيف","231279","120606","","ش / الجمهورية","1229601852","",""
"2010","الخواجة","W502KB00720","MPC3502","عادل","زيارة","","","","المندرة بجوار الاكاديمية","01022550053","",""
"1277","اسامة المنشاوى","W502KC00365 ش","MPC3502","","ارشيف","870784","291766","","ش / ونجت","1221940383","",""
"810","ابناء السوهاجى","W503K200020","MPC3502","شعبان","زيارة","189168","199499","2/27/2024 12:00:00 AM","امبروزو - محرم بيك / الضمان (10000) نسخة","1289497345","01110962696",""
"1823","شركة المصريه للمقاولات","W503K200273","MPC3002","شعبان","زيارة","","","","شارع النصر بجوار فتح الله","1553624451","ا/ محمد عبد الله",""
"283","سنتر ادم","W503K400554","mpc 3502","مجدى","زيارة","","","3/13/2023 12:00:00 AM","غيط العنب","1226450712","03/3600546",""
"483","شركة بيلدز GPE","W503K400975","MPC4502","رحيم","زيارة","","","","جليم","","تبع م / رضا القدس",""
"918","مطبعة انوس (احمد شوقى)","W503K500113","MPC3502","","زيارة","402560","399235","","البكاتوشى","1211054068","ا / حامد",""
"949","محمد الملاح بمبوتى","W503K500151","MPC2050","نوبى","زيارة","","","","امام باب 10 الميناء","1278000109","",""
"898","اسماعيل اسماعيل ( دمنهور)","W503K500202","MPC3502","اسامة","زيارة","366275","270269","6/22/2024 12:00:00 AM","دمنهور -- الضمان (10000) نسخة","1007772881","01226036786",""
"845","مكتبة ايفل","W503K500410","MPC 3502","شعبان","زيارة","450024","351686","5/12/2024 12:00:00 AM","غبريال من ش / مصطفى كامل -- الضمان (10000) نسخة","1007023682","ا / خالد محمد فوزى",""
"493","مركزالاسكندرية الوطنى للعيون","W503K500536","MPC3502","مجدى","ايجار","52996","76792","","سبورتنج  ش/ بور سعيد","1278239845","",""
"628","الاكاديمية  الكنترول  3","W512J300383","MPC4502","مجدى","صيانة","482917","233853","8/31/2026 12:00:00 AM","المنتزة","1272796901","الضمان عام دراسى كامل",""
"632","سنتر الوكيل","W512J300873","MPC 4502","شعبان","صيانة","397987","293062","8/8/2027 12:00:00 AM","حجر النواتية","1271987045","ا / وائل يحيي",""
"674","مكتبة الفتح (جانكليس)","W512J301704","MPC4502","شعبان","زيارة","217537","262430","1/15/2024 12:00:00 AM","جانكليس -- الضمان (10000)","1123155906","ا / سعيد",""
"1458","سبايرفارما","W512J302042","MPC4502","مجدى","صيانة","88489","12003","5/1/2027 12:00:00 AM","القاهرة - المعادى","1022617411","",""
"678","شركة الاقصى سموحة","W512J302145","MPC4502","اسامة","زيارة","","","","ابراج سيدى جابر","1224896353","ا / منصور",""
"284","سنتر بلو سيدى جابر","W512J302194","mpc 4502","مجدى","زيارة","","","","سيدى جابر","1000074345","",""
"285","مكتبة نور","W512J401016","MPc4502","طارق","زيارة","","","1/18/2023 12:00:00 AM","شارع النصر /جرين بلازا","1097461275","03/4043781",""
"286","حضانة سمارت كيدز","W512J500145","mpc 4502","طارق","زيارة","","","","كوبرى الناموس","1228320672","01278310477",""
"1887","الاكاديمية  الكنترول 1","W512J500823","MPC4502","مجدى","صيانة","","","8/31/2026 12:00:00 AM","المنتزة","1272796901","",""
"811","بازار ابراهيم","W512J501765","MPC5502","شعبان","زيارة","","","","كوبري الناموس - ش / صلاح الدين","1220877549","",""
"917","مكتبة الندى","W512J600631 شش","MPC4502","","ارشيف","114407","73922","","المراغى ش عمر بن الخطاب -- الضمان(10000) نسخة","1286085392","عبد الرحمن اشرف كمال",""
"1334","شركة هيلا","W512J600631 ش","MPC4502","","ارشيف","","","","الزراعى - بجوار مستشفى الكلى ( الدور الارضى )","1271087776","م / خالد تبع البربرى",""
"18","محمد كريم (مدير المدرسة)","W512J700088","MPC4502","ايمن","ضمان","318350","442032","4/17/2025 12:00:00 AM","ابيس","","",""
"1869","ايليت الطبية ( العلاج الطبيعى )","W512J70029 شش","MPC4502","","ارشيف","1135211","92718","","الطريق الدائرى قبل كارفور","1559993069","",""
"288","الاكاديمية  مركز التصوير","W512J700294 ش","mpc4502","","ارشيف","","","8/31/2026 12:00:00 AM","المنتزة","1272796901","",""
"783","دار ابراهيم النور ( المكتبة الاسلامية)","W512J700699","MPC 4502","شعبان","زيارة","627648","176066","3/15/2024 12:00:00 AM","شارع النصر سموحة / برج السلام","1278595854","01064390694",""
"1145","شركة رامكو للادوية","W512J700936","MPC4502","شعبان","زيارة","493645","196003","12/5/2024 12:00:00 AM","بجوار مرور ابيس --  الضمان(10000) نسخة","1211191528","01223845978",""
"627","الاكاديمية  الكنترول  2","W512J701082 ش","MPC4502","","ارشيف","66765","56702","8/31/2026 12:00:00 AM","المنتزة","1272796901","الضمان عام دراسى كامل",""
"290","مكتبة رسالة احمد عبد اللاه","W512J701951","mpc4502","شعبان","زيارة","476123","177212","2/3/2023 12:00:00 AM","سابا باشا","1201461560","الضمان (20000) نسخة",""
"1255","شركة هيلا","W512J702168","MPC4502","طارق","زيارة","","","","الزراعى - بجوار مستشفى الكلى ( الدور الارضى )","1271087776","م / خالد تبع البربرى",""
"291","محمد شحاتة مدام وفاء","W512JB00220","mpc4502","مجدى","زيارة","","","","العصافرة","1094488358","",""
"629","الاكاديمية  الكنترول 4","W512JB00425","MPC4502","","ارشيف","531966","304066","8/31/2026 12:00:00 AM","المنتزة","1272796901","الضمان عام دراسى كامل",""
"1868","ميرجو مارين","W512JB01561","MPC4502","مجدى","زيارة","","","","","","",""
"626","الاكاديمية  الكنترول 1","W512JB01583","MPC4502","مجدى","صيانة","323801","338831","8/31/2026 12:00:00 AM","المنتزة","1272796901","الضمان عام دراسى كامل",""
"802","عصام ابو عيسى","W512JC00559","MPC 4502","كريم","زيارة","1411681","150180","","بجوار كوبرى الناموس","1011143080","01007330655",""
